"","hour_of_obs","fluxL_umolm2sec_LGR","fluxL_umolm2sec_fluxbot","fluxQ_umolm2sec_LGR","fluxQ_umolm2sec_fluxbot"
"166",2023-10-18 10:00:00,7.12137117272381,7.31266922929258,9.15241110926486,10.0379039471218
"167",2023-10-18 11:00:00,7.1101728759189,7.47114898039413,8.99823057818185,9.78339050430347
"168",2023-10-18 12:00:00,7.15693383536992,NA,9.10876584690806,NA
"169",2023-10-18 13:00:00,7.21335243309417,7.51666072162158,9.12713885338965,9.50992687592564
"170",2023-10-18 14:00:00,7.23155794931899,7.34682369123771,9.20774883554255,9.91749002550674
"171",2023-10-18 15:00:00,7.25738207849348,7.59002116183243,9.24169241071,9.83588173544445
"172",2023-10-18 16:00:00,7.3137561275026,7.67830496083146,9.36596675877879,9.70141200573635
"173",2023-10-18 17:00:00,7.27774560639319,NA,9.16218761562422,NA
"174",2023-10-18 18:00:00,7.275173953957,7.71566615337902,9.29507012693574,10.1168202032108
"175",2023-10-18 19:00:00,7.20927207113771,NA,9.09484222948793,NA
"176",2023-10-18 20:00:00,7.16551755083656,7.31060086868913,9.15300328560613,9.77356921256841
"177",2023-10-18 21:00:00,7.17280933101263,NA,9.03489657694503,NA
"178",2023-10-18 22:00:00,7.13395937891918,7.47148478567417,9.08375096232831,9.56916627391089
"179",2023-10-18 23:00:00,7.05860537171996,7.37942030487888,8.92472337439327,9.57812724037343
"180",2023-10-19,-16.7974986165385,NA,26.7428502050423,NA
"181",2023-10-19 01:00:00,0.00065696280470546,NA,0.000822440486254846,NA
"182",2023-10-19 02:00:00,6.97997660329975,7.08734221750698,8.90268417361554,10.1483313658454
"183",2023-10-19 03:00:00,7.08094036153715,7.16173182079589,8.84823241055336,10.0229948244045
"184",2023-10-19 04:00:00,6.99777684899096,7.25331481407318,8.96702591161526,10.5492226150709
"185",2023-10-19 05:00:00,6.9675648621517,7.09923843744742,8.80015731059067,10.2087412842971
"186",2023-10-19 06:00:00,6.97654697420514,NA,8.93259577060894,NA
"187",2023-10-19 07:00:00,6.92602175084666,NA,8.72011943307294,NA
"188",2023-10-19 08:00:00,6.96049122747199,7.04601678559577,8.86760643477698,10.0780731693388
"189",2023-10-19 09:00:00,6.92058660153622,NA,8.7909975169252,NA
"190",2023-10-19 10:00:00,6.9654095255432,7.2635131449962,8.87142277227246,10.2349992694906
"191",2023-10-19 11:00:00,7.05892955742459,7.09763532213423,9.06974808697041,9.36916745430008
"192",2023-10-19 12:00:00,7.2078749906244,7.41488466529318,9.14292147574983,9.3844840079975
"193",2023-10-19 13:00:00,7.6522687225027,NA,9.62919927046987,NA
"194",2023-10-19 14:00:00,8.12228971795271,8.12543784183131,10.2939960516319,10.6078142666326
"195",2023-10-19 15:00:00,8.26229869534328,8.49024081575594,10.4110700301666,11.040063680986
"196",2023-10-19 16:00:00,8.22145865502655,8.29270642115656,10.5130837247039,11.3785157010169
"197",2023-10-19 17:00:00,8.26869489204799,8.38987488102529,10.5177439877572,11.2066576171586
"198",2023-10-19 18:00:00,8.20144500701233,8.32902065310346,10.3993760608516,11.029738036662
"199",2023-10-19 19:00:00,8.12646446363879,8.32074080277302,10.1365918025733,10.6977878997768
"200",2023-10-19 20:00:00,8.01967724869628,8.26083000080805,10.2094223394267,10.7287803073046
"201",2023-10-19 21:00:00,7.90154304322543,8.09551881153974,9.99060517190497,10.7801041324678
"202",2023-10-19 22:00:00,7.71939728219728,7.98447939214082,9.83700445818391,10.1786443191053
"203",2023-10-19 23:00:00,7.6801078634215,7.77336896851328,9.79188433992347,10.4250237376181
"204",2023-10-20,7.67207466844942,7.91067145170639,9.80737140058366,9.94098144456106
"205",2023-10-20 01:00:00,7.58542904790797,7.7601937859627,9.63388592496162,9.79442513377787
"206",2023-10-20 02:00:00,7.4756129717231,7.61371392318765,9.6636812738425,9.59690345353052
"207",2023-10-20 03:00:00,7.48240414612534,7.71129073832171,9.44759131539667,9.93749034029713
"208",2023-10-20 04:00:00,7.43139310174907,7.35275152494506,9.55605826539641,10.3804849049318
"209",2023-10-20 05:00:00,7.37358049877022,NA,9.37443001454167,NA
"210",2023-10-20 06:00:00,7.48162641028799,7.6203101652139,9.62877977248507,9.71906107852896
"211",2023-10-20 07:00:00,7.37301797665412,7.28953131804024,9.29107507545638,9.90235217918577
"212",2023-10-20 08:00:00,7.3378490145109,7.39150475791319,9.43705806826896,9.88549549728122
"213",2023-10-20 09:00:00,7.32050658077403,7.42689948976628,9.224468549769,9.53885842531642
"214",2023-10-20 10:00:00,7.39483752618244,NA,9.4361970514128,NA
"215",2023-10-20 11:00:00,7.3669112089087,NA,9.25155373522187,NA
"216",2023-10-20 12:00:00,7.30488888405647,7.39278069144552,9.3478753662663,9.08634732236385
"217",2023-10-20 13:00:00,7.33824115027142,NA,9.31734117933197,NA
"218",2023-10-20 14:00:00,7.28834402103284,7.34071159528205,9.3567868381975,9.12568650971882
"219",2023-10-20 15:00:00,7.27886875736386,7.34519469517804,9.17408627187594,9.33801618972583
"220",2023-10-20 16:00:00,7.30911961947451,NA,9.38349531300064,NA
"221",2023-10-20 17:00:00,7.2503197645931,7.35349716868045,9.12972702927557,9.02972210030901
