Tag(M3),Date,Time,Plot_No,Rec_No,CO2,Pressure,Flow,H2O,Tsen,O2,Error,Aux_V,PAR,Tsoil,Tair,Msoil
Start
M5,29/06/23,16:43:38,     7,  8853,   409, 1007.1, 300,21.0,29.1, 0.0,  0, 0.0000,     0,26.4,29.4,24.9, 20,     0,     1, 0.0000, 0.0000
M5,29/06/23,16:43:39,     7,  8854,   409, 1007.1, 300,21.0,29.1, 0.0,  0, 0.0000,     0,26.4,29.5,24.9, 20,     1,     2, 0.0000, 0.0000
M5,29/06/23,16:43:40,     7,  8855,   410, 1007.0, 300,21.0,29.1, 0.0,  0, 0.0000,     0,26.4,29.5,24.9, 20,     1,     3, 0.0000, 0.0000
M5,29/06/23,16:43:41,     7,  8856,   410, 1007.0, 300,21.0,29.1, 0.0,  0, 0.0000,     0,26.4,29.5,24.9, 20,     2,     4, 0.0000, 0.0000
M5,29/06/23,16:43:42,     7,  8857,   411, 1007.0, 300,21.0,29.1, 0.0,  0, 0.0000,     0,26.4,29.6,24.9, 20,     2,     5, 0.0000, 0.0000
M5,29/06/23,16:43:43,     7,  8858,   411, 1007.0, 300,21.1,29.1, 0.0,  0, 0.0000,     0,26.4,29.6,24.9, 20,     3,     6, 0.0000, 0.0000
M5,29/06/23,16:43:44,     7,  8859,   411, 1007.0, 300,21.1,29.1, 0.0,  0, 0.0000,     0,26.4,29.6,24.9, 20,     3,     7, 0.0000, 0.0000
M5,29/06/23,16:43:45,     7,  8860,   412, 1007.0, 300,21.1,29.1, 0.0,  0, 0.0000,     0,26.4,29.7,24.9, 20,     3,     8, 0.0000, 0.0000
M5,29/06/23,16:43:46,     7,  8861,   412, 1007.0, 300,21.1,29.1, 0.0,  0, 0.0000,     0,26.4,29.7,24.9, 20,     4,     9, 0.0000, 0.0000
M5,29/06/23,16:43:47,     7,  8862,   413, 1007.0, 300,21.1,29.1, 0.0,  0, 0.0000,     0,26.4,29.7,24.9, 25,     4,    10, 0.0000, 0.0000
M5,29/06/23,16:43:48,     7,  8863,   413, 1007.0, 300,21.2,29.2, 0.0,  0, 0.0000,     0,26.4,29.7,24.9, 25,     5,    11, 0.0000, 0.0000
M5,29/06/23,16:43:49,     7,  8864,   414, 1007.0, 300,21.2,29.2, 0.0,  0, 0.0000,     0,26.4,29.8,24.9, 25,     5,    12, 0.0000, 0.0000
M5,29/06/23,16:43:50,     7,  8865,   415, 1007.0, 300,21.2,29.2, 0.0, 21, 0.0000,     0,26.4,29.8,24.9, 25,     6,    13, 0.7377, 0.3065
M5,29/06/23,16:43:51,     7,  8866,   415, 1007.0, 300,21.2,29.2, 0.0,  0, 0.0000,     0,26.4,29.8,24.9, 25,     7,    14, 0.7336, 0.5687
M5,29/06/23,16:43:52,     7,  8867,   415, 1007.1, 300,21.3,29.2, 0.0,  0, 0.0000,     0,26.4,29.8,24.9, 25,     7,    15, 0.6599, 0.8168
M5,29/06/23,16:43:53,     7,  8868,   416, 1007.1, 300,21.3,29.2, 0.0,  0, 0.0000,     0,26.4,29.8,24.9, 25,     7,    16, 0.6022, 0.8701
M5,29/06/23,16:43:54,     7,  8869,   416, 1007.1, 300,21.3,29.2, 0.0,  0, 0.0000,     0,26.4,29.9,24.9, 25,     8,    17, 0.5773, 0.8148
M5,29/06/23,16:43:55,     7,  8870,   417, 1007.1, 300,21.3,29.2, 0.0,  0, 0.0000,     0,26.4,29.9,24.9, 25,     8,    18, 0.5682, 0.7506
M5,29/06/23,16:43:56,     7,  8871,   417, 1007.1, 300,21.3,29.2, 0.0,  0, 0.0000,     0,26.4,29.9,24.9, 25,     9,    19, 0.5746, 0.6660
M5,29/06/23,16:43:57,     7,  8872,   418, 1007.1, 300,21.4,29.2, 0.0,  0, 0.0000,     0,26.4,29.9,24.9, 25,     9,    20, 0.5814, 0.6239
M5,29/06/23,16:43:58,     7,  8873,   418, 1007.1, 300,21.4,29.2, 0.0,  0, 0.0000,     0,26.4,29.9,24.9, 25,    10,    21, 0.5917, 0.5775
M5,29/06/23,16:43:59,     7,  8874,   419, 1007.1, 300,21.4,29.2, 0.0,  0, 0.0000,     0,26.4,29.9,24.9, 25,    11,    22, 0.6055, 0.5410
M5,29/06/23,16:44:00,     7,  8875,   420, 1007.1, 300,21.4,29.2, 0.0,  0, 0.0000,     0,26.7,29.9,24.9, 25,    11,    23, 0.6186, 0.5140
