Tag(M3),Date,Time,Plot_No,Rec_No,CO2,Pressure,Flow,H2O,Tsen,O2,Error,Aux_V,PAR,Tsoil,Tair,Msoil
Start
M5,04/07/23,15:55:57,    13,  4519,   421, 1000.8, 300,23.3,27.6, 0.0,  0, 0.0000,     0,23.7,24.5,17.8, 20,     2,     1, 0.0000, 0.0000
M5,04/07/23,15:55:58,    13,  4520,   423, 1000.8, 300,23.2,27.6, 0.0,  0, 0.0000,     0,23.7,24.5,17.8, 20,     5,     2, 0.0000, 0.0000
M5,04/07/23,15:55:59,    13,  4521,   425, 1000.8, 300,23.2,27.6, 0.0,  0, 0.0000,     0,23.7,24.5,17.8, 20,     7,     3, 0.0000, 0.0000
M5,04/07/23,15:56:00,    13,  4522,   427, 1000.8, 300,23.2,27.6, 0.0,  0, 0.0000,     0,23.7,24.6,17.8, 20,     9,     4, 0.0000, 0.0000
M5,04/07/23,15:56:01,    13,  4523,   428, 1000.8, 300,23.2,27.6, 0.0,  0, 0.0000,     0,23.7,24.6,17.8, 20,    10,     5, 0.0000, 0.0000
M5,04/07/23,15:56:02,    13,  4524,   429, 1000.8, 300,23.3,27.6, 0.0,  0, 0.0000,     0,23.7,24.6,17.8, 20,    11,     6, 0.0000, 0.0000
M5,04/07/23,15:56:03,    13,  4525,   430, 1000.8, 300,23.3,27.6, 0.0,  0, 0.0000,     0,23.7,24.6,17.8, 20,    12,     7, 0.0000, 0.0000
M5,04/07/23,15:56:04,    13,  4526,   432, 1000.8, 300,23.3,27.6, 0.0,  0, 0.0000,     0,23.7,24.6,17.8, 20,    13,     8, 0.0000, 0.0000
M5,04/07/23,15:56:05,    13,  4527,   432, 1000.8, 300,23.3,27.6, 0.0,  0, 0.0000,     0,23.7,24.7,17.8, 20,    14,     9, 0.0000, 0.0000
M5,04/07/23,15:56:06,    13,  4528,   433, 1000.8, 300,23.3,27.6, 0.0,  0, 0.0000,     0,23.7,24.7,17.8, 25,    15,    10, 0.0000, 0.0000
M5,04/07/23,15:56:07,    13,  4529,   434, 1000.8, 300,23.5,27.6, 0.0,  0, 0.0000,     0,23.7,24.7,17.8, 25,    16,    11, 0.0000, 0.0000
M5,04/07/23,15:56:08,    13,  4530,   435, 1000.8, 300,23.5,27.6, 0.0,  0, 0.0000,     0,23.7,24.7,17.8, 25,    17,    12, 0.0000, 0.0000
M5,04/07/23,15:56:09,    13,  4531,   436, 1000.8, 300,23.5,27.6, 0.0,  0, 0.0000,     0,23.7,24.7,17.8, 25,    18,    13, 1.1946, 1.3574
M5,04/07/23,15:56:10,    13,  4532,   437, 1000.8, 300,23.5,27.6, 0.0,  0, 0.0000,     0,23.7,24.7,17.8, 25,    18,    14, 1.1636, 1.2870
M5,04/07/23,15:56:11,    13,  4533,   438, 1000.8, 300,23.6,27.6, 0.0,  0, 0.0000,     0,23.7,24.7,17.8, 25,    19,    15, 1.1877, 1.1856
M5,04/07/23,15:56:12,    13,  4534,   439, 1000.8, 300,23.6,27.6, 0.0,  0, 0.0000,     0,23.7,24.7,18.0, 25,    20,    16, 1.1827, 1.1797
M5,04/07/23,15:56:13,    13,  4535,   440, 1000.8, 300,23.6,27.6, 0.0,  0, 0.0000,     0,23.7,24.7,18.0, 25,    21,    17, 1.1922, 1.1433
M5,04/07/23,15:56:14,    13,  4536,   440, 1000.8, 300,23.7,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,18.0, 25,    22,    18, 1.1971, 1.1614
M5,04/07/23,15:56:15,    13,  4537,   441, 1000.8, 300,23.7,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,18.0, 25,    23,    19, 1.1915, 1.1775
M5,04/07/23,15:56:17,    13,  4538,   442, 1000.8, 300,23.8,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,18.0, 25,    24,    20, 1.2005, 1.1701
M5,04/07/23,15:56:18,    13,  4539,   443, 1000.8, 300,23.8,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,18.0, 25,    25,    21, 1.2067, 1.1509
M5,04/07/23,15:56:19,    13,  4540,   444, 1000.8, 300,23.9,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,17.7, 25,    26,    22, 1.2197, 1.1363
M5,04/07/23,15:56:20,    13,  4541,   445, 1000.8, 300,23.9,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,17.7, 25,    27,    23, 1.2343, 1.1045
M5,04/07/23,15:56:21,    13,  4542,   446, 1000.8, 300,23.9,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,17.7, 25,    28,    24, 1.2461, 1.0913
M5,04/07/23,15:56:22,    13,  4543,   447, 1000.8, 300,24.0,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,17.7, 25,    29,    25, 1.2554, 1.1089
M5,04/07/23,15:56:23,    13,  4544,   448, 1000.8, 300,24.0,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,17.7, 25,    30,    26, 1.2513, 1.1463
M5,04/07/23,15:56:24,    13,  4545,   448, 1000.8, 300,24.1,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,17.7, 25,    30,    27, 1.2406, 1.2060
M5,04/07/23,15:56:25,    13,  4546,   449, 1000.8, 300,24.1,27.6, 0.0,  0, 0.0000,     0,23.7,24.8,17.7, 25,    31,    28, 1.2256, 1.2556
M5,04/07/23,15:56:26,    13,  4547,   450, 1000.8, 300,24.2,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    32,    29, 1.2136, 1.3002
M5,04/07/23,15:56:27,    13,  4548,   451, 1000.8, 300,24.2,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    32,    30, 1.2005, 1.3228
M5,04/07/23,15:56:28,    13,  4549,   451, 1000.8, 300,24.3,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    33,    31, 1.1920, 1.3357
M5,04/07/23,15:56:29,    13,  4550,   452, 1000.8, 300,24.3,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    34,    32, 1.1827, 1.3389
M5,04/07/23,15:56:30,    13,  4551,   453, 1000.8, 300,24.3,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    35,    33, 1.1704, 1.3517
M5,04/07/23,15:56:31,    13,  4552,   453, 1000.8, 300,24.4,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    35,    34, 1.1582, 1.3708
M5,04/07/23,15:56:32,    13,  4553,   454, 1000.8, 300,24.4,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    36,    35, 1.1447, 1.3823
M5,04/07/23,15:56:33,    13,  4554,   455, 1000.8, 300,24.4,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    37,    36, 1.1349, 1.3842
M5,04/07/23,15:56:34,    13,  4555,   456, 1000.8, 300,24.4,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    38,    37, 1.1278, 1.3716
M5,04/07/23,15:56:35,    13,  4556,   457, 1000.8, 300,24.5,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    38,    38, 1.1239, 1.3585
M5,04/07/23,15:56:36,    13,  4557,   458, 1000.8, 300,24.5,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    39,    39, 1.1190, 1.3423
M5,04/07/23,15:56:37,    13,  4558,   458, 1000.8, 300,24.5,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    40,    40, 1.1138, 1.3302
M5,04/07/23,15:56:38,    13,  4559,   459, 1000.8, 300,24.6,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    41,    41, 1.1098, 1.3227
M5,04/07/23,15:56:39,    13,  4560,   460, 1000.8, 300,24.6,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    41,    42, 1.1038, 1.3161
M5,04/07/23,15:56:40,    13,  4561,   460, 1000.8, 300,24.7,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    42,    43, 1.0993, 1.3122
M5,04/07/23,15:56:41,    13,  4562,   461, 1000.8, 300,24.7,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    43,    44, 1.0944, 1.3037
M5,04/07/23,15:56:42,    13,  4563,   462, 1000.8, 300,24.7,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    44,    45, 1.0911, 1.2938
M5,04/07/23,15:56:43,    13,  4564,   463, 1000.8, 300,24.7,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    45,    46, 1.0887, 1.2788
M5,04/07/23,15:56:44,    13,  4565,   464, 1000.8, 300,24.7,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    46,    47, 1.0876, 1.2605
M5,04/07/23,15:56:45,    13,  4566,   465, 1000.8, 300,24.8,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    46,    48, 1.0871, 1.2477
M5,04/07/23,15:56:46,    13,  4567,   466, 1000.8, 300,24.8,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    47,    49, 1.0868, 1.2313
M5,04/07/23,15:56:47,    13,  4568,   466, 1000.8, 300,24.8,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    48,    50, 1.0874, 1.2169
M5,04/07/23,15:56:48,    13,  4569,   467, 1000.8, 300,24.8,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    49,    51, 1.0865, 1.2056
M5,04/07/23,15:56:49,    13,  4570,   468, 1000.8, 300,24.9,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    50,    52, 1.0858, 1.1980
M5,04/07/23,15:56:50,    13,  4571,   469, 1000.8, 300,24.9,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    50,    53, 1.0841, 1.1921
R5,04/07/23,15:56:50,    13,  4571,   469, 1000.8, 300,24.9,27.6, 0.0,  0, 0.0000,     0,23.7,24.9,17.7, 25,    50,    53, 1.0841, 1.1921
End
Start
M5,04/07/23,15:57:32,    13,  4613,   420, 1000.8, 300,23.1,27.5, 0.0,  0, 0.0000,     0,23.7,24.4,18.0, 20,     2,     1, 0.0000, 0.0000
M5,04/07/23,15:57:33,    13,  4614,   422, 1000.8, 300,23.1,27.5, 0.0,  0, 0.0000,     0,23.7,24.4,17.9, 20,     4,     2, 0.0000, 0.0000
M5,04/07/23,15:57:34,    13,  4615,   423, 1000.8, 300,23.1,27.5, 0.0,  0, 0.0000,     0,23.7,24.4,17.9, 20,     5,     3, 0.0000, 0.0000
M5,04/07/23,15:57:35,    13,  4616,   424, 1000.8, 300,23.1,27.5, 0.0,  0, 0.0000,     0,23.7,24.4,17.9, 20,     6,     4, 0.0000, 0.0000
M5,04/07/23,15:57:36,    13,  4617,   425, 1000.8, 300,23.1,27.5, 0.0,  0, 0.0000,     0,23.7,24.5,17.9, 20,     7,     5, 0.0000, 0.0000
M5,04/07/23,15:57:37,    13,  4618,   427, 1000.8, 300,23.2,27.5, 0.0,  0, 0.0000,     0,23.7,24.5,17.9, 20,     8,     6, 0.0000, 0.0000
M5,04/07/23,15:57:38,    13,  4619,   427, 1000.8, 300,23.2,27.5, 0.0,  0, 0.0000,     0,23.7,24.5,17.9, 20,     9,     7, 0.0000, 0.0000
M5,04/07/23,15:57:39,    13,  4620,   428, 1000.8, 300,23.2,27.5, 0.0,  0, 0.0000,     0,23.7,24.5,17.8, 20,    10,     8, 0.0000, 0.0000
M5,04/07/23,15:57:40,    13,  4621,   429, 1000.8, 300,23.2,27.5, 0.0,  0, 0.0000,     0,23.7,24.5,17.8, 20,    11,     9, 0.0000, 0.0000
M5,04/07/23,15:57:41,    13,  4622,   430, 1000.8, 300,23.2,27.5, 0.0,  0, 0.0000,     0,23.7,24.5,17.8, 25,    12,    10, 0.0000, 0.0000
M5,04/07/23,15:57:42,    13,  4623,   431, 1000.8, 300,23.3,27.5, 0.0,  0, 0.0000,     0,23.7,24.6,17.8, 25,    13,    11, 0.0000, 0.0000
M5,04/07/23,15:57:43,    13,  4624,   432, 1000.8, 300,23.3,27.5, 0.0,  0, 0.0000,     0,23.7,24.6,17.8, 25,    13,    12, 0.0000, 0.0000
M5,04/07/23,15:57:44,    13,  4625,   432, 1000.8, 300,23.4,27.5, 0.0,  0, 0.0000,     0,23.7,24.6,17.8, 25,    14,    13, 1.0568, 1.2201
M5,04/07/23,15:57:45,    13,  4626,   433, 1000.8, 300,23.4,27.5, 0.0,  0, 0.0000,     0,23.7,24.6,17.8, 25,    15,    14, 1.0484, 1.1112
